RKY,DOA,TOA,FIXTIME,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,ObjectId,ObjectId2
B6-011893,2016/02/11 06:00:00+00,754,07:54:00,"N 14,HILLTOP to SUPERIOR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19552
B6-009549,2016/02/03 06:00:00+00,824,08:24:00,"S 91,NEBR HWY to ANDERMATT DR",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,,19553
B6-012298,2016/02/12 06:00:00+00,1346,01:46:00,"O,18 to 19",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,,19554
B6-014211,2016/02/19 06:00:00+00,853,08:53:00,"CALVERT,S 33 to S HOPE",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,,19555
B6-016019,2016/02/25 06:00:00+00,540,05:40:00,N 9 at Q,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,19556
B6-013210,2016/02/16 06:00:00+00,350,03:50:00,"W CORNHUSKER,NW 9 to W DAWES",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,,19557
B6-016991,2016/02/27 06:00:00+00,2353,11:53:00,FLETCHER at MARMOT POINT DR,INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,NO,NO,,19558
B6-014236,2016/02/19 06:00:00+00,1020,10:20:00,S 40 at A,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,,19559
B6-016031,2016/02/25 06:00:00+00,735,07:35:00,"HILLTOP,N 14 to N 15",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,,19560
B6-013223,2016/02/16 06:00:00+00,657,06:57:00,"BRYSON,S 47 to VALLEY",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,YES,,19561
B6-017014,2016/02/28 06:00:00+00,50,12:50:00,2605 K at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,19562
B6-014258,2016/02/15 06:00:00+00,,12:00:00,UNKNOWN at -,NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19563
B6-013225,2016/02/16 06:00:00+00,,12:00:00,"W,N 34 to N 35",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,,19564
B6-017077,2016/02/28 06:00:00+00,,12:00:00,1215 ARAPAHOE at -,NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,,19565
B6-016033,2016/02/25 06:00:00+00,800,08:00:00,S 14 at GARRET LN,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,,19566
B6-014430,2016/02/19 06:00:00+00,2005,08:05:00,"N 10,CHARLESTON to Y",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,19567
B6-014265,2016/02/19 06:00:00+00,1220,12:20:00,"N 27,FAIRFIELD to KNOX",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,,19568
B6-016034,2016/02/25 06:00:00+00,750,07:50:00,"N 56,ADAMS to CLEVELAND",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19569
B6-013237,2016/02/16 06:00:00+00,830,08:30:00,"NEW HAMPSHIRE,N 10 to N 12",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,YES,,19570
B6-014453,2016/02/19 06:00:00+00,2200,10:00:00,"S 32,F to F",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,,19571
B6-018306,2016/03/03 06:00:00+00,,12:00:00,UNKNOWN at -,NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,,19572
B6-013239,2016/02/16 06:00:00+00,620,06:20:00,635 J at PARKING LOT,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,,19573
B6-016040,2016/02/25 06:00:00+00,815,08:15:00,S 9 at M,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,,19574
B6-014266,2016/02/19 06:00:00+00,1230,12:30:00,2601 SUPERIOR at -,INJURY,,1,1,NO,NO,NO,NO,NO,NO,NO,,19575
B6-014301,2016/02/18 06:00:00+00,,12:00:00,2300 O at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,19576
B6-013273,2016/02/16 06:00:00+00,1050,10:50:00,S 70 at SOUTH,INJURY,RIGHT ANGLE,3,2,NO,NO,NO,NO,NO,YES,NO,,19577
B6-016054,2016/02/25 06:00:00+00,920,09:20:00,"DODGE,N 24 to N 23",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19578
B6-014302,2016/02/19 06:00:00+00,1442,02:42:00,S 29 at PINE LAKE,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,,19579
B6-013303,2016/02/16 06:00:00+00,,12:00:00,"ERVIN,BENTON to N 52",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19580
B6-016059,2016/02/25 06:00:00+00,,12:00:00,"F,S 17 to S 18",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19581
B6-018308,2016/03/03 06:00:00+00,1540,03:40:00,"N 27,WHITEHEAD DR to WILDCAT DR",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,,19582
B6-017643,2016/03/01 06:00:00+00,935,09:35:00,1700 N ST at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,,19583
B6-014463,2016/02/19 06:00:00+00,2230,10:30:00,S 27 at OLD CHENEY,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,,19584
B6-015313,2016/02/22 06:00:00+00,1452,02:52:00,N 64 at LOGAN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,19585
B6-014304,2016/02/19 06:00:00+00,1450,02:50:00,"NEBR HWY,ARAPAHOE to CALVERT",NON-INJ,REAR END,4,0,NO,NO,NO,NO,NO,YES,NO,,19586
B6-013317,2016/02/16 06:00:00+00,1315,01:15:00,"O,12 to 13",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,19587
B6-016062,2016/02/20 06:00:00+00,,12:00:00,"R,N 16 to N 17",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,,19588
B6-017670,2016/03/01 06:00:00+00,,12:00:00,1528 C at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,,19589
B6-018331,2016/03/03 06:00:00+00,,12:00:00,UNKNOWN at -,NON-INJ H&R,UNKNOWN,1,0,NO,NO,NO,NO,NO,YES,NO,,19590
B6-015321,2016/02/22 06:00:00+00,1515,03:15:00,"TOUZALIN,BALLARD to MORRILL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,19591
B6-014469,2016/02/19 06:00:00+00,2240,10:40:00,S 70 at A,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,,19592
B6-014318,2016/02/19 06:00:00+00,1524,03:24:00,"L,S 10 to S 11",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,19593
B6-017124,2016/02/28 06:00:00+00,1106,11:06:00,"SOUTH,S 47 to S 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,19594
B6-018349,2016/03/03 06:00:00+00,1620,04:20:00,S 40 at PIONEERS,INJURY,TURNING,4,2,NO,NO,NO,NO,NO,NO,YES,,19595
B6-016070,2016/02/25 06:00:00+00,,12:00:00,"S 44,LENOX to M",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,,19596
B6-017681,2016/03/01 06:00:00+00,1230,12:30:00,N 34 at DUDLEY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,19597
B6-014569,2016/02/20 06:00:00+00,525,05:25:00,"I 180,I 80 to SUPERIOR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19598
B6-015357,2016/02/22 06:00:00+00,1650,04:50:00,"N 84,WINDMILL DR to ADAMS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19599
B6-013339,2016/02/16 06:00:00+00,1430,02:30:00,OLD CHENEY at VANDERVOORT DR,NON-INJ,DRIVEWAY,1,0,NO,NO,NO,NO,NO,NO,NO,,19600
B6-015299,2016/02/22 06:00:00+00,100,01:00:00,"FIRETHORN,S 84 to S 91",NON-INJ H&R,,1,0,NO,NO,NO,NO,NO,NO,NO,,19601
B6-015885,2016/02/24 06:00:00+00,1630,04:30:00,"N 63,KEARNEY to SEWARD",INJURY,PARKED,2,1,NO,NO,NO,NO,NO,NO,NO,,19602
B6-018265,2016/03/03 06:00:00+00,,12:00:00,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19603
B6-024948,2016/03/24 05:00:00+00,2232,10:32:00,N 27 at OLD DAIRY RD,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,,19604
B6-015912,2016/02/24 06:00:00+00,1758,05:58:00,"N 16,O to P",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19605
B6-018276,2016/03/03 06:00:00+00,1300,01:00:00,W P at N BELL,NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,,19606
B6-021687,2016/03/14 05:00:00+00,730,07:30:00,S 36 at D,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,,19607
B6-018633,2016/03/04 06:00:00+00,1550,03:50:00,"N 14,Q to R",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19608
B6-016144,2016/02/19 06:00:00+00,1000,10:00:00,4501 N 27 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,,19609
B6-015762,2016/02/23 06:00:00+00,,12:00:00,I 80 at I 180,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,,19610
B6-015916,2016/02/24 06:00:00+00,1720,05:20:00,S 70 at NORMAL,NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19611
B6-019965,2016/03/08 06:00:00+00,1553,03:53:00,ANTELOPE VALLEY at O,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,19612
B6-020174,2016/03/09 06:00:00+00,,12:00:00,"625 S 70,PARKING LOT to NE SURGERY CNTR",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,19613
B6-017737,2016/03/01 06:00:00+00,1615,04:15:00,N 44 at HUNTINGTON,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,,19614
B6-015635,2016/02/19 06:00:00+00,,12:00:00,"NELSON,N 10 to N 9",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19615
B6-018687,2016/03/04 06:00:00+00,1750,05:50:00,"O,COTNER to LYNCREST",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19616
B6-018526,2016/03/04 06:00:00+00,1012,10:12:00,"O,18 to 19",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,,19617
B6-024595,2016/03/23 05:00:00+00,1642,04:42:00,"SOUTH,BRADFIELD to S 27",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,,19618
B6-025001,2016/03/25 05:00:00+00,440,04:40:00,"O,38 to 40",NON-INJ H&R,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,,19619
B6-017255,2016/02/28 06:00:00+00,2030,08:30:00,"N 70,HUNTINGTON to HUNTINGTON",INJURY,PARKED,2,1,NO,NO,NO,NO,NO,NO,NO,,19620
B6-021737,2016/03/14 05:00:00+00,,12:00:00,"KNOX,N 19 to N 20",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19621
B6-014802,2016/02/20 06:00:00+00,1935,07:35:00,"PINNACLE ARENA,R to N 8",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,,19622
B6-018047,2016/03/03 06:00:00+00,1646,04:46:00,S 40 at SWEETBRIAR,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,19623
B6-017378,2016/02/29 06:00:00+00,1155,11:55:00,"VAN DORN,S 6 to S 9",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,,19624
B6-024598,2016/03/23 05:00:00+00,1645,04:45:00,"O,46 to 48",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,,19625
B6-023957,2016/03/21 05:00:00+00,1638,04:38:00,"S 27,JAMESON NORTH to OLD CHENEY",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,19626
B6-015508,2016/02/23 06:00:00+00,1052,10:52:00,S 14 at WARLICK,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,,19627
B6-025085,2016/03/25 05:00:00+00,1316,01:16:00,S 40 at NEBR HWY,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,,19628
B6-016531,2016/02/26 06:00:00+00,,12:00:00,UNKNOWN at -,NON-INJ H&R,UNKNOWN,2,0,NO,NO,NO,NO,NO,NO,NO,,19629
B6-017901,2016/03/02 06:00:00+00,755,07:55:00,"K,S 14 to S 16",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19630
B6-014975,2016/02/21 06:00:00+00,1225,12:25:00,S 16 at H,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,19631
B6-013715,2016/02/17 06:00:00+00,1640,04:40:00,"S 7,M to N",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,,19632
B6-017551,2016/02/29 06:00:00+00,2033,08:33:00,"O,32 to 33",NON-INJ,HEAD ON,2,0,NO,NO,NO,NO,NO,NO,NO,,19633
B6-018707,2016/03/04 06:00:00+00,1915,07:15:00,"WARLICK,S 14 to OLD CHENEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,,19634
B6-016426,2016/02/26 06:00:00+00,1430,02:30:00,HAVELOCK at CORNHUSKER,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,,19635
B6-015776,2016/02/24 06:00:00+00,935,09:35:00,"N 27,APPLE to W",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,,19636
B6-018052,2016/03/02 06:00:00+00,1654,04:54:00,"S 9,M to N",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,19637
B6-013722,2016/02/17 06:00:00+00,,12:00:00,"PLYMOUTH,RATHBONE to WINTHROP",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19638
B6-014980,2016/02/21 06:00:00+00,1242,12:42:00,"N 16,U to VINE",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,19639
B6-017559,2016/02/29 06:00:00+00,2149,09:49:00,"PLATTE,N 66 to N 67",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19640
B6-018717,2016/03/04 06:00:00+00,1955,07:55:00,"N 27,ENTERPRISE to FOLKWAYS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19641
B6-015777,2016/02/24 06:00:00+00,930,09:30:00,"N 9,P to Q",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,,19642
B6-016442,2016/02/26 06:00:00+00,1504,03:04:00,"N 27,O to P",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,,19643
B6-018758,2016/03/04 06:00:00+00,2256,10:56:00,52 at O,INJURY,TURNING,2,3,NO,NO,NO,NO,NO,YES,NO,,19644
B6-013749,2016/02/15 06:00:00+00,,12:00:00,"LOT-CHAMPLAIN DR,TICONDEROGA DR to N 26",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,19645
B6-014992,2016/02/20 06:00:00+00,,12:00:00,"ROSE,S 15 to S 16",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19646
B6-017605,2016/03/01 06:00:00+00,500,05:00:00,"I 180,I 80 to SUPERIOR",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,,19647
B6-015787,2016/02/24 06:00:00+00,1025,10:25:00,"S 9 & S 10,K & L to PARKING GARAGE",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,,19648
B6-016445,2016/02/26 06:00:00+00,1508,03:08:00,"N 27,O to P",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,,19649
B6-018058,2016/03/02 06:00:00+00,1718,05:18:00,N 61 at HAVELOCK,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,19650
B6-018871,2016/03/05 06:00:00+00,802,08:02:00,"S 34,ORWELL to BROWNING",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,,19651
B6-018103,2016/03/02 06:00:00+00,1954,07:54:00,955 W O at -,NON-INJ,,3,0,NO,NO,NO,NO,NO,YES,NO,,19652
B6-015000,2016/02/21 06:00:00+00,1355,01:55:00,"N 48,ORCHARD to ORCHARD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19653
B6-013757,2016/02/17 06:00:00+00,1836,06:36:00,"PIONEERS,S 70 to STACY",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,,19654
B6-017611,2016/03/01 06:00:00+00,,12:00:00,"S 20,B to C",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19655
B6-015790,2016/02/24 06:00:00+00,930,09:30:00,"W,N 14 to N 16",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,,19656
B6-016459,2016/02/26 06:00:00+00,1558,03:58:00,S 70 at STACY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,,19657
B6-018878,2016/03/05 06:00:00+00,848,08:48:00,"VINE,EASTBOROUGH to N 70",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,,19658
B6-018127,2016/03/02 06:00:00+00,2245,10:45:00,"NW 12,W ADAMS to W BOND",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,,19659
B6-015014,2016/02/21 06:00:00+00,1446,02:46:00,"S 27,E to F",NON-INJ H&R,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,,19660
B6-013797,2016/02/17 06:00:00+00,2047,08:47:00,COOPER PARK at S 6,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,,19661
B6-016469,2016/02/26 06:00:00+00,1553,03:53:00,S 27 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,19662
B6-015791,2016/02/24 06:00:00+00,1050,10:50:00,"N 27,CLEVELAND to CORNHUSKER",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,19663
B6-017614,2016/03/01 06:00:00+00,747,07:47:00,"S 56,OTOE to VAN DORN",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,19664
B6-018885,2016/03/05 06:00:00+00,230,02:30:00,N 22 & N 23 at SHELDON & HOLDRE,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,,19665
B6-018178,2016/03/03 06:00:00+00,720,07:20:00,"W BENTON,NW 48 to W HUGHES",INJURY,OTHER,1,1,NO,NO,YES,NO,NO,NO,NO,,19666
B6-015015,2016/02/21 06:00:00+00,1443,02:43:00,"S 10,PARK AV to SOUTH",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,,19667
B6-013805,2016/02/17 06:00:00+00,2129,09:29:00,N 84 at LEIGHTON,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,,19668
B6-017618,2016/03/01 06:00:00+00,800,08:00:00,S 28 at RANDOLPH,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19669
B6-015801,2016/02/23 06:00:00+00,,12:00:00,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19670
B6-016473,2016/02/26 06:00:00+00,1634,04:34:00,"N 48,BENTON to CORNHUSKER",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,,19671
B6-018915,2016/03/05 06:00:00+00,1210,12:10:00,"N 48,O to R",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,,19672
B6-018180,2016/03/03 06:00:00+00,736,07:36:00,"VAN DORN,S 70 to S 72",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,,19673
B6-013868,2016/02/18 06:00:00+00,700,07:00:00,N 84 at CORNHUSKER,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,,19674
B6-015818,2016/02/24 06:00:00+00,1232,12:32:00,"S 30,M to N",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,,19675
B6-017619,2016/03/01 06:00:00+00,805,08:05:00,"N 14,ADAMS to BUTLER",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,,19676
B6-015064,2016/02/21 06:00:00+00,820,08:20:00,2801 PINE LAKE at LOT BEHIND,INJURY,,2,1,NO,NO,NO,NO,NO,NO,NO,,19677
B6-015584,2016/02/23 06:00:00+00,1508,03:08:00,"S 48,PAWNEE to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19678
B6-022378,2016/03/16 05:00:00+00,1434,02:34:00,O at CENTENNIAL MALL,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19679
B6-018430,2016/03/03 06:00:00+00,2222,10:22:00,"N 48,FREMONT to HARTLEY",INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,,19680
B6-024600,2016/03/23 05:00:00+00,1650,04:50:00,"N 33,DUDLEY to ORCHARD",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,,19681
B6-022161,2016/03/15 05:00:00+00,,12:00:00,"APPLE,N 37 to N 38",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19682
B6-024603,2016/03/23 05:00:00+00,1655,04:55:00,N 62 at MORRILL,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,19683
B6-014712,2016/02/20 06:00:00+00,1637,04:37:00,O at COTNER,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,,19684
B6-024125,2016/03/22 05:00:00+00,800,08:00:00,"BALDWIN,N 45 to N 46",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,,19685
B6-014633,2016/02/20 06:00:00+00,1155,11:55:00,S 56 at N,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,,19686
B6-013598,2016/02/17 06:00:00+00,1100,11:00:00,68 at O,INJURY,RIGHT ANGLE,4,4,NO,NO,NO,NO,NO,NO,NO,,19687
B6-021691,2016/03/14 05:00:00+00,753,07:53:00,"W A,SW 23 to SW 24",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19688
B6-023962,2016/03/21 05:00:00+00,1655,04:55:00,"CORNHUSKER,HWY 77 to RUSSELL",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19689
B6-016332,2016/02/26 06:00:00+00,755,07:55:00,"PORTIA,HARTLEY to KNOX",NON-INJ H&R,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,,19690
B6-017791,2016/03/01 06:00:00+00,1918,07:18:00,"N COTNER,VINE to X",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,,19691
B6-025022,2016/03/25 05:00:00+00,,12:00:00,"EASTBOROUGH,JOYCE to N 70",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,,19692
B6-020176,2016/03/09 06:00:00+00,1034,10:34:00,"H,GOODHUE BLVD to S 16",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,,19693
B6-014367,2016/02/19 06:00:00+00,1659,04:59:00,N 17 at P,INJURY,OTHER,1,2,YES,NO,NO,NO,NO,NO,NO,,19694
B6-024663,2016/03/19 05:00:00+00,,12:00:00,"BURR,S 14 to S 16",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19695
B6-017457,2016/02/29 06:00:00+00,1540,03:40:00,N 10 at P,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,,19696
B6-013507,2016/02/17 06:00:00+00,,12:00:00,"R,N 31 to N 32",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19697
B6-022170,2016/03/15 05:00:00+00,1759,05:59:00,N 20 at SUPERIOR,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,,19698
B6-021751,2016/03/14 05:00:00+00,1249,12:49:00,"N COTNER,HOLDREGE to STARR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19699
B6-016151,2016/02/25 06:00:00+00,1520,03:20:00,"S 48,CLAIRE to LASALLE",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,NO,NO,,19700
B6-024668,2016/03/23 05:00:00+00,2043,08:43:00,S 49 at WOODLAND,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,,19701
B6-018634,2016/03/04 06:00:00+00,1548,03:48:00,"N 27,CENTER to FAIR",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,,19702
B6-016191,2016/02/25 06:00:00+00,1729,05:29:00,N 48 at VINE,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,,19703
B6-020019,2016/03/08 06:00:00+00,1858,06:58:00,"N 56,BALDWIN to ST PAUL",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,,19704
B6-025104,2016/03/25 05:00:00+00,1427,02:27:00,"S 56,NEBR HWY to SHADY CREEK",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,,19705
B6-013410,2016/02/16 06:00:00+00,1730,05:30:00,"ADAMS,N 61 to N 63",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,,19706
B6-024672,2016/03/23 05:00:00+00,,12:00:00,"N ANTELOPE VALL,SALT CREEK RDWY to N 17",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,,19707
B6-015707,2016/02/24 06:00:00+00,2340,11:40:00,"CALVERT,S 48 to S 49",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,,19708
B6-017379,2016/02/29 06:00:00+00,,12:00:00,5600 S 48 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,,19709
B6-021695,2016/03/14 05:00:00+00,810,08:10:00,"S 33,M to N",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,,19710
B6-022384,2016/03/16 05:00:00+00,1418,02:18:00,"N 70,CAROL to E ELDORA",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,,19711
